Src_IP,Dst_IP,Src_Port,Dst_Port,Protocol,Duration,Total_Pkts,Total_Bytes,Pkt_Len_Std,Pkt_Len_Max,Payload_Bytes_Total,IAT_Std,IAT_Max
172.29.34.202,172.64.144.94,50398,443,TCP,2.005998134613037,12,11574,528.5548694317365,1969,10782,0.2732008916929844,0.8710274696350098
172.29.34.202,172.64.144.94,50418,443,TCP,1.998400688171387,14,11796,575.8495232865856,1969,10800,0.2609991868588335,0.8802757263183594
172.29.34.1,172.29.34.202,53,52840,DNS,0.0574347972869873,2,210,8.0,113,0,0.0,0.0574347972869873
172.29.34.1,172.29.34.202,53,50196,DNS,0.0573575496673584,2,222,14.0,125,0,0.0,0.0573575496673584
172.29.34.1,172.29.34.202,53,53263,DNS,0.054145336151123,2,299,52.5,202,0,0.0,0.054145336151123
172.29.34.253,172.29.34.255,64090,59870,UDP,0.0,1,256,0.0,256,214,0.0,0.0
172.29.34.253,172.29.34.255,65529,59870,UDP,0.0,1,184,0.0,184,142,0.0,0.0
172.29.34.253,172.29.34.255,49915,59870,UDP,0.0,1,224,0.0,224,182,0.0,0.0
172.29.34.1,172.29.34.202,53,39074,DNS,0.8398237228393555,2,290,53.0,198,0,0.0,0.8398237228393555
172.29.34.1,172.29.34.202,53,35625,DNS,0.1128649711608886,2,313,64.5,221,0,0.0,0.1128649711608886
172.29.34.202,172.64.144.94,50434,443,TCP,0.3411448001861572,11,730,8.772609514047142,78,0,0.0634351802112875,0.218904972076416
172.29.34.1,172.29.34.202,53,37856,DNS,0.0004277229309082,2,285,43.5,186,0,0.0,0.0004277229309082
172.29.34.202,172.64.144.94,50446,443,TCP,0.9379720687866212,10,688,4.4,78,0,0.2004182537890953,0.6406679153442383
172.29.34.202,172.64.144.94,50446,443,TCP,1.982863903045654,12,11594,527.9827701313326,1969,10802,0.2686503763064339,0.8549976348876953
146.75.121.91,172.29.34.200,443,33298,TCP,111.6061820983887,7,705,6.776309271789384,105,243,26.33529346802908,58.69830965995789
146.75.121.91,172.29.34.200,443,33298,TCP,111.5843253135681,11,702,4.62833529503922,66,0,22.33857067319272,58.67994046211243
172.29.34.202,34.120.195.249,44080,443,TCP,10.44653534889221,12,820,4.149966532662911,78,0,2.886105537254807,10.07399010658264
172.29.34.202,34.120.195.249,44080,443,TCP,0.3437542915344238,8,9021,582.184450475105,1977,8493,0.0754569300565653,0.2281298637390136
172.217.19.67,172.29.34.194,443,34861,UDP,0.0524308681488037,15,10693,561.3439666451301,1294,10063,0.0075010620216087,0.0224695205688476
172.217.19.78,172.29.34.194,443,38338,TCP,0.7621328830718994,10,11637,528.707679157396,1977,10977,0.1484079201222821,0.4560298919677734
172.217.19.78,172.29.34.194,443,38380,TCP,7.548422574996948,12,820,4.149966532662911,78,0,1.927007745290425,6.750927209854126
172.217.19.78,172.29.34.194,443,38386,TCP,7.546769142150879,12,814,4.722875771768251,78,0,1.926515467538023,6.749514102935791
172.217.19.78,172.29.34.194,443,38380,TCP,0.7709338665008545,10,11638,528.7112255286434,1977,10978,0.1492583050286705,0.4569828510284424
172.217.19.78,172.29.34.194,443,38386,TCP,0.7697033882141113,10,11638,528.7112255286434,1977,10978,0.1487470211855466,0.457010269165039
172.29.34.5,239.255.255.250,3955,1900,UDP,124.9022531509399,48,18504,26.61922863896197,410,16488,13.12999178565799,81.19622302055359
172.29.34.1,172.29.34.202,53,36047,DNS,0.0011115074157714,2,285,43.5,186,0,0.0,0.0011115074157714
172.29.34.202,3.160.39.50,56302,443,TCP,14.06348419189453,19,20235,461.1122708362785,1972,18981,1.651690042049824,6.976023435592651
172.29.34.202,3.160.39.50,56308,443,TCP,14.06297874450684,19,20235,461.1122708362785,1972,18981,1.651979273514624,6.975950717926025
141.48.2.10,172.29.34.205,443,60890,TCP,22.67749238014221,9890,873972,10.10954886840767,94,0,0.0896047385393815,4.994543552398682
142.251.39.225,172.29.34.194,443,36846,TCP,6.966041088104248,12,814,4.722875771768251,78,0,1.763492257870187,6.178328990936279
142.251.39.225,172.29.34.194,443,36882,TCP,6.962800264358521,12,820,4.149966532662911,78,0,1.692246860435971,5.950232744216919
172.29.34.202,172.64.144.94,50462,443,TCP,0.925544023513794,10,688,4.4,78,0,0.2018176905458958,0.641207218170166
104.18.43.162,172.29.34.202,443,58866,TCP,0.0392792224884033,9,580,6.913932971601798,74,0,0.0056812315232468,0.0130958557128906
142.251.39.225,172.29.34.194,443,36846,TCP,0.7600104808807373,13,17165,353.5746115279769,1976,16307,0.1337924608219863,0.4559268951416015
142.251.39.225,172.29.34.194,443,36882,TCP,0.7625730037689209,13,17164,353.6298335429261,1976,16306,0.1342380497332395,0.4560616016387939
104.18.43.162,172.29.34.202,443,58866,TCP,0.0253493785858154,7,5051,1057.367466486308,3245,4589,0.0048461472227098,0.0130717754364013
fe80::a00:27ff:fe76:3556,ff02::2,0,0,ICMPv6 Neighbor Discovery Option - Source Link-Layer Address,0.0,1,70,0.0,70,0,0.0,0.0
104.18.43.162,172.29.34.202,443,58884,TCP,0.0509836673736572,9,610,3.325917677132392,74,0,0.0058516002838751,0.0152504444122314
172.29.34.216,54.239.195.110,54162,443,TCP,8.279929637908936,13,886,4.035346784185847,78,0,0.9798715093545576,3.392135381698608
172.29.34.1,172.29.34.202,53,56906,DNS,0.0006651878356933,2,225,35.5,148,0,0.0,0.0006651878356933
172.29.34.1,172.29.34.202,53,34865,DNS,0.000873327255249,2,241,30.5,151,0,0.0,0.000873327255249
172.29.34.1,172.29.34.202,53,54584,DNS,0.0007965564727783,2,225,35.5,148,0,0.0,0.0007965564727783
172.29.34.1,172.29.34.202,53,34388,DNS,0.0004458427429199,2,241,30.5,151,0,0.0,0.0004458427429199
172.29.34.205,34.36.54.80,44028,443,TCP,111.4168105125427,6,615,5.590169943749475,105,219,27.31977972472333,58.15096569061279
172.29.34.1,172.29.34.202,67,68,UDP,0.0205535888671875,2,688,9.0,353,0,0.0,0.0205535888671875
172.29.34.202,35.214.136.108,52440,443,TCP,0.000359296798706,2,195,7.5,105,63,0.0,0.000359296798706
172.29.34.202,35.214.136.108,52440,443,TCP,0.0299477577209472,4,264,0.0,66,0,0.0140870045937038,0.0299046039581298
142.251.39.228,172.29.34.205,443,57290,TCP,0.0,1,597,0.0,597,531,0.0,0.0
142.251.39.228,172.29.34.205,443,57290,TCP,6.010267734527588,5,378,4.800000000000001,78,0,2.602221786590766,6.009747266769409
172.29.34.194,34.120.237.76,58546,443,TCP,52.99601531028748,4,405,6.49519052838329,105,141,24.96844009418874,52.97604322433472
172.29.34.194,34.120.237.76,58546,443,TCP,52.99553513526917,6,408,4.47213595499958,78,0,21.18854201744735,52.97618865966797
172.29.34.202,172.64.144.94,50484,443,TCP,0.9185974597930908,10,688,4.4,78,0,0.1964441543964512,0.6433796882629395
172.29.34.202,172.64.144.94,50468,443,TCP,1.966630697250366,11,12373,621.3903498946124,2458,11647,0.2771217694871608,0.859339714050293
142.251.39.238,172.29.34.194,443,32808,TCP,4.796674013137817,12,820,4.149966532662911,78,0,1.274419130245716,4.46117091178894
142.251.39.238,172.29.34.194,443,32808,TCP,0.3151922225952148,11,14183,387.7792888480561,1966,13457,0.065324488537698,0.2234969139099121
141.48.4.22,172.29.34.215,443,36218,TCP,132.8514096736908,6,630,0.0,105,234,0.0009233816371413,26.57160258293152
172.29.34.1,172.29.34.202,53,33157,DNS,0.000704288482666,2,239,35.5,155,0,0.0,0.000704288482666
172.29.34.202,198.47.127.205,40850,443,TCP,0.0251765251159667,3,300,7.071067811865476,105,102,0.0120744705200195,0.0246627330780029
146.75.122.49,172.29.34.202,443,42398,TCP,0.0191857814788818,3,306,7.071067811865476,112,108,0.0093711614608764,0.0189640522003173
172.29.34.202,198.47.127.205,40850,443,TCP,0.0251035690307617,15,888,5.30659966456864,66,0,0.0062890750772412,0.0244674682617187
172.29.34.202,34.254.217.238,41122,443,TCP,0.0380258560180664,4,264,0.0,66,0,0.0179034798881673,0.0379946231842041
172.29.34.6,224.0.0.251,5353,5353,DNS,135.3942110538483,10,1160,0.0,116,0,18.66377613326138,59.58162617683411
172.29.34.1,172.29.34.202,53,43254,DNS,0.0008416175842285,2,275,41.5,179,0,0.0,0.0008416175842285
172.29.34.1,172.29.34.202,53,53964,DNS,0.0006945133209228,2,275,41.5,179,0,0.0,0.0006945133209228
172.29.34.1,172.29.34.202,53,41996,DNS,0.0004305839538574,2,265,43.5,176,0,0.0,0.0004305839538574
172.29.34.216,54.38.164.114,34896,443,TCP,10.42203664779663,12,728,5.557777333511022,74,0,2.856585309647683,9.978220701217651
172.29.34.216,54.38.164.114,34896,443,TCP,0.3764629364013672,8,8779,580.3505271600949,1958,8347,0.0782149242028384,0.2377591133117675
172.29.34.1,172.29.34.217,53,50686,DNS,0.0310671329498291,2,275,53.5,191,0,0.0,0.0310671329498291
172.29.34.1,172.29.34.217,53,33781,DNS,0.0040926933288574,2,295,63.5,211,0,0.0,0.0040926933288574
172.29.34.1,172.29.34.217,53,50099,DNS,0.0296289920806884,2,264,32.0,164,0,0.0,0.0296289920806884
172.29.34.1,172.29.34.217,53,45556,DNS,0.0027544498443603,2,284,42.0,184,0,0.0,0.0027544498443603
172.29.34.1,172.29.34.200,53,41947,DNS,0.0006999969482421,2,241,34.5,155,0,0.0,0.0006999969482421
172.29.34.1,172.29.34.200,53,58125,DNS,0.0006203651428222,2,352,90.0,266,0,0.0,0.0006203651428222
172.29.34.1,172.29.34.200,53,45020,DNS,0.0005805492401123,2,347,63.5,237,0,0.0,0.0005805492401123
172.29.34.200,34.36.137.203,53744,443,UDP,0.1609439849853515,35,17145,556.4174251588533,1294,15675,0.007886955540218,0.0263402462005615
172.29.34.1,172.29.34.200,53,49625,DNS,0.0008773803710937,2,277,37.5,176,0,0.0,0.0008773803710937
172.29.34.1,172.29.34.200,53,34650,DNS,0.0007901191711425,2,346,72.0,245,0,0.0,0.0007901191711425
172.29.34.1,172.29.34.200,53,58172,DNS,0.0003089904785156,2,317,42.5,201,0,0.0,0.0003089904785156
172.29.34.200,34.120.208.123,39124,443,TCP,9.999529361724854,12,820,4.149966532662911,78,0,2.752714116666354,9.611305952072144
172.29.34.1,172.29.34.200,53,38572,DNS,0.0010492801666259,2,308,70.0,224,0,0.0,0.0010492801666259
172.29.34.1,172.29.34.200,53,37429,DNS,0.0011112689971923,2,432,132.0,348,0,0.0,0.0011112689971923
172.29.34.1,172.29.34.200,53,56264,DNS,0.0006258487701416,2,370,101.0,286,0,0.0,0.0006258487701416
172.29.34.1,172.29.34.200,53,37802,DNS,0.000972032546997,2,239,25.5,145,0,0.0,0.000972032546997
172.29.34.1,172.29.34.200,53,59576,DNS,0.0009961128234863,2,280,42.0,182,0,0.0,0.0009961128234863
172.29.34.1,172.29.34.200,53,37344,DNS,0.0007028579711914,2,280,42.0,182,0,0.0,0.0007028579711914
172.29.34.1,172.29.34.200,53,53625,DNS,0.0010054111480712,2,248,33.0,157,0,0.0,0.0010054111480712
172.29.34.1,172.29.34.200,53,41281,DNS,0.0006756782531738,2,248,33.0,157,0,0.0,0.0006756782531738
172.29.34.1,172.29.34.200,53,41549,DNS,0.0010106563568115,2,239,25.5,145,0,0.0,0.0010106563568115
172.29.34.1,172.29.34.200,53,44946,DNS,0.0006103515625,2,343,76.5,248,0,0.0,0.0006103515625
172.29.34.1,172.29.34.200,53,45899,DNS,0.0003788471221923,2,448,129.0,353,0,0.0,0.0003788471221923
172.29.34.1,172.29.34.200,53,51255,DNS,0.0010566711425781,2,244,33.0,155,0,0.0,0.0010566711425781
172.29.34.1,172.29.34.200,53,57332,DNS,0.0004441738128662,2,236,30.0,148,0,0.0,0.0004441738128662
172.29.34.1,172.29.34.200,53,51161,DNS,0.0003702640533447,2,272,39.0,175,0,0.0,0.0003702640533447
172.29.34.1,172.29.34.200,53,35590,DNS,0.0003473758697509,2,259,41.5,171,0,0.0,0.0003473758697509
172.29.34.1,172.29.34.200,53,47299,DNS,0.007962942123413,2,273,50.5,187,0,0.0,0.007962942123413
172.29.34.1,172.29.34.200,53,52970,DNS,0.0003068447113037,2,229,25.5,140,0,0.0,0.0003068447113037
172.29.34.1,172.29.34.200,53,53201,DNS,0.0131046772003173,2,321,74.5,235,0,0.0,0.0131046772003173
172.29.34.1,172.29.34.200,53,46113,DNS,0.0002856254577636,2,229,28.5,143,0,0.0,0.0002856254577636
172.29.34.1,172.29.34.200,53,42572,DNS,0.0074601173400878,2,274,51.0,188,0,0.0,0.0074601173400878
172.29.34.1,172.29.34.200,53,45049,DNS,0.0007083415985107,2,226,8.0,121,0,0.0,0.0007083415985107
172.29.34.1,172.29.34.200,53,37448,DNS,0.0004134178161621,2,294,42.0,189,0,0.0,0.0004134178161621
172.29.34.200,34.110.253.53,44896,443,TCP,0.0268595218658447,3,202,9.428090415820634,74,0,0.0133956670761108,0.0268254280090332
172.29.34.1,172.29.34.200,53,45281,DNS,0.0002999305725097,2,257,30.5,159,0,0.0,0.0002999305725097
172.29.34.200,34.110.253.53,44906,443,TCP,10.8132746219635,12,820,4.149966532662911,78,0,2.855528030728133,9.993018627166748
172.29.34.1,172.29.34.200,53,33499,DNS,0.0011963844299316,2,317,58.5,217,0,0.0,0.0011963844299316
172.29.34.1,172.29.34.200,53,34460,DNS,0.0010774135589599,2,329,64.5,229,0,0.0,0.0010774135589599
172.29.34.200,34.110.253.53,44906,443,TCP,0.7898426055908203,7,8279,768.235773758052,2593,7817,0.1682983737276063,0.464043378829956
172.29.34.200,34.120.237.76,57668,443,TCP,10.87174987792969,12,820,4.149966532662911,78,0,2.870812322677949,10.0464437007904
172.29.34.200,34.120.237.76,57668,443,TCP,0.7952914237976074,7,8264,766.8486267357663,2588,7802,0.1696501685656778,0.4666309356689453
146.75.121.91,172.29.34.205,443,54238,TCP,4.3160560131073,13,15317,513.9819143549934,1995,14459,0.5866759299577632,2.028088569641113
172.29.34.217,54.239.195.103,51274,443,TCP,10.00077104568481,11,754,4.271760045262083,78,0,2.260284938071679,7.606690406799316
172.29.34.217,54.239.195.103,51274,443,TCP,4.285476684570312,13,16687,403.8841300825577,1990,15829,0.5880252602296102,2.028259515762329
172.29.34.217,3.160.39.70,47302,443,TCP,10.70721125602722,10,676,3.2,74,0,2.385816588319066,7.600818634033203
172.29.34.217,3.160.39.70,47302,443,TCP,4.276671409606934,13,16572,413.18838204051,1967,15714,0.5879369263099078,2.028055429458618
172.29.34.1,172.29.34.202,53,35989,DNS,0.0078673362731933,2,229,30.5,145,0,0.0,0.0078673362731933
172.29.34.1,172.29.34.202,53,45225,DNS,0.0006814002990722,2,272,39.0,175,0,0.0,0.0006814002990722
172.29.34.1,172.29.34.202,53,46246,DNS,0.0283911228179931,2,210,8.0,113,0,0.0,0.0283911228179931
172.29.34.1,172.29.34.202,53,50437,DNS,0.0282962322235107,2,250,28.0,153,0,0.0,0.0282962322235107
172.29.34.1,172.29.34.202,53,40405,DNS,0.0074059963226318,2,232,32.0,148,0,0.0,0.0074059963226318
172.29.34.1,172.29.34.202,53,46855,DNS,28.27303218841553,4,499,46.10517866791105,196,0,13.25449130613491,28.16895437240601
172.29.34.1,172.29.34.194,53,55982,DNS,0.0349848270416259,2,255,46.5,174,0,0.0,0.0349848270416259
172.29.34.1,172.29.34.194,53,58165,DNS,0.0341241359710693,2,192,15.0,111,0,0.0,0.0341241359710693
172.29.34.1,172.29.34.194,53,60239,DNS,0.0003063678741455,2,233,39.5,156,0,0.0,0.0003063678741455
141.48.17.18,172.29.34.194,443,53640,TCP,0.2191510200500488,13,8687,842.510000291816,2802,7829,0.0566362018255842,0.2060003280639648
172.29.34.1,172.29.34.217,53,33053,DNS,0.0319633483886718,2,216,8.0,116,0,0.0,0.0319633483886718
172.29.34.1,172.29.34.217,53,38770,DNS,1.230659484863281,2,424,112.0,324,0,0.0,1.230659484863281
172.29.34.1,172.29.34.217,53,33792,DNS,0.8514597415924072,2,312,64.0,220,0,0.0,0.8514597415924072
172.29.34.217,34.218.155.136,52394,443,TCP,11.53700661659241,12,820,4.149966532662911,78,0,2.736890898296159,9.676254749298096
172.29.34.1,172.29.34.217,53,47973,DNS,0.0008473396301269,2,269,42.5,177,0,0.0,0.0008473396301269
142.251.39.238,172.29.34.194,443,32822,TCP,10.84552621841431,12,820,4.149966532662911,78,0,2.870943881234115,10.04544162750244
172.29.34.217,34.218.155.136,52394,443,TCP,1.425708055496216,9,10604,523.9639041379722,1972,10010,0.2099100607408523,0.6166877746582031
142.251.39.238,172.29.34.194,443,32822,TCP,0.768582820892334,11,14182,387.8512111409104,1966,13456,0.1433878958013594,0.4569690227508545
172.29.34.1,172.29.34.200,53,38454,DNS,0.0052251815795898,2,464,144.0,376,0,0.0,0.0052251815795898
172.29.34.1,172.29.34.200,53,51005,DNS,0.0058991909027099,2,282,53.0,194,0,0.0,0.0058991909027099
172.29.34.1,172.29.34.200,53,57252,DNS,0.0045516490936279,2,442,133.0,354,0,0.0,0.0045516490936279
172.29.34.1,172.29.34.200,53,49525,DNS,0.0090131759643554,2,335,82.5,250,0,0.0,0.0090131759643554
172.29.34.1,172.29.34.200,53,51950,DNS,0.0005655288696289,2,313,74.5,231,0,0.0,0.0005655288696289
172.29.34.1,172.29.34.200,53,34883,DNS,0.0003654956817626,2,241,36.5,157,0,0.0,0.0003654956817626
172.29.34.1,172.29.34.200,53,38877,DNS,0.0168488025665283,2,307,72.5,226,0,0.0,0.0168488025665283
172.29.34.1,172.29.34.200,53,37260,DNS,0.0003890991210937,2,263,37.5,169,0,0.0,0.0003890991210937
172.29.34.1,172.29.34.200,53,53678,DNS,0.011296272277832,2,335,82.5,250,0,0.0,0.011296272277832
172.29.34.1,172.29.34.200,53,36203,DNS,0.0057244300842285,2,224,28.0,140,0,0.0,0.0057244300842285
172.29.34.1,172.29.34.200,53,39308,DNS,0.0070862770080566,2,302,66.0,217,0,0.0,0.0070862770080566
172.29.34.1,172.29.34.200,53,48867,DNS,0.0056269168853759,2,257,43.5,172,0,0.0,0.0056269168853759
172.29.34.1,172.29.34.200,53,39993,DNS,0.0140662193298339,2,257,43.5,172,0,0.0,0.0140662193298339
172.29.34.1,172.29.34.200,53,57591,DNS,0.0223684310913085,2,291,63.5,209,0,0.0,0.0223684310913085
172.29.34.1,172.29.34.200,53,38510,DNS,0.0322206020355224,2,293,64.5,211,0,0.0,0.0322206020355224
172.29.34.1,172.29.34.200,53,36538,DNS,0.000354528427124,2,194,16.0,113,0,0.0,0.000354528427124
172.29.34.1,172.29.34.200,53,47834,DNS,0.0337665081024169,2,254,46.0,173,0,0.0,0.0337665081024169
172.29.34.1,172.29.34.200,53,60285,DNS,0.0051901340484619,2,283,53.5,195,0,0.0,0.0051901340484619
172.29.34.1,172.29.34.200,53,34667,DNS,0.005683422088623,2,529,176.5,441,0,0.0,0.005683422088623
172.29.34.1,172.29.34.200,53,49878,DNS,0.0004072189331054,2,237,25.5,144,0,0.0,0.0004072189331054
172.29.34.1,172.29.34.200,53,54841,DNS,0.0266799926757812,2,382,109.0,300,0,0.0,0.0266799926757812
172.29.34.1,172.29.34.200,53,34966,DNS,0.0251455307006835,2,378,107.0,296,0,0.0,0.0251455307006835
172.29.34.1,172.29.34.200,53,37296,DNS,0.0045521259307861,2,236,32.0,150,0,0.0,0.0045521259307861
172.29.34.1,172.29.34.200,53,55900,DNS,0.0043995380401611,2,396,112.0,310,0,0.0,0.0043995380401611
172.29.34.1,172.29.34.200,53,44544,DNS,0.000272512435913,2,258,37.0,166,0,0.0,0.000272512435913
146.75.121.91,172.29.34.205,443,56178,TCP,112.2717523574829,7,754,6.776309271789384,112,292,26.46865948062558,58.31641626358032
172.29.34.205,34.160.144.191,55470,443,TCP,112.2499604225159,6,657,5.590169943749475,112,261,27.51101530855161,58.31607890129089
172.29.34.205,34.160.90.233,51342,443,TCP,112.2532348632812,7,462,0.0,66,0,26.46465204547382,58.2993860244751
172.29.34.216,34.120.237.76,47690,443,TCP,111.9229609966278,7,462,0.0,66,0,26.38729434542656,58.05255794525146
172.29.34.216,18.238.243.37,52316,443,TCP,10.78302121162415,11,754,4.271760045262083,78,0,2.287793968112389,7.603826761245727
172.29.34.216,18.238.243.37,52316,443,TCP,4.346543788909912,13,17037,361.8047955171014,1971,16179,0.5865872584862545,2.028191804885864
172.29.34.1,172.29.34.200,53,50780,DNS,0.0009119510650634,2,229,25.5,140,0,0.0,0.0009119510650634
172.29.34.200,185.15.59.224,46494,443,TCP,10.39917230606079,12,820,4.149966532662911,78,0,2.853892953962951,9.96769881248474
172.29.34.1,172.29.34.216,53,60334,DNS,0.0057802200317382,2,394,111.0,308,0,0.0,0.0057802200317382
172.29.34.1,172.29.34.216,53,46142,DNS,0.0008580684661865,2,325,76.5,239,0,0.0,0.0008580684661865
172.29.34.200,185.15.59.224,46494,443,TCP,0.3687529563903808,9,9447,588.3645884049182,1968,8853,0.0736546806867562,0.2316384315490722
172.29.34.200,185.15.59.224,46508,443,TCP,10.83990550041199,12,820,4.149966532662911,78,0,2.847555166705178,9.969803810119627
172.29.34.200,185.15.59.224,46518,443,TCP,10.83928442001343,12,820,4.149966532662911,78,0,2.847793653140394,9.970521926879885
172.29.34.202,34.246.229.143,58788,443,TCP,53.32983231544495,4,433,6.49519052838329,112,169,25.11123771129236,53.28925633430481
172.29.34.200,185.15.59.224,46508,443,TCP,0.8105630874633789,9,9447,588.3645884049182,1968,8853,0.1598342309908333,0.472280740737915
172.29.34.200,185.15.59.224,46518,443,TCP,0.8095817565917969,9,9447,588.3645884049182,1968,8853,0.1598789092090206,0.472247838973999
172.29.34.202,34.246.229.143,58788,443,TCP,53.33014130592346,5,330,0.0,66,0,23.06934098716361,53.28979587554932
172.29.34.216,18.238.243.37,52318,443,TCP,10.87897682189941,11,754,4.271760045262083,78,0,2.288480746159433,7.601500034332275
172.29.34.216,18.238.243.37,52338,443,TCP,10.87889266014099,11,754,4.271760045262083,78,0,2.286661960052717,7.593422174453735
172.29.34.216,18.238.243.37,52344,443,TCP,10.87884449958801,11,754,4.271760045262083,78,0,2.288197095945868,7.600203990936279
172.29.34.216,18.238.243.37,52318,443,TCP,4.385868787765503,13,17037,361.8047955171014,1971,16179,0.5858504644531752,2.027883052825928
172.29.34.216,18.238.243.37,52334,443,TCP,4.379566431045532,13,17037,361.8047955171014,1971,16179,0.5856775842611058,2.028074502944946
172.29.34.216,18.238.243.37,52338,443,TCP,4.376880884170532,13,17037,361.8047955171014,1971,16179,0.5857208459580592,2.028126955032349
172.29.34.216,18.238.243.37,52352,443,TCP,10.81525611877441,11,754,4.271760045262083,78,0,2.287774474302476,7.605720281600952
172.29.34.140,239.255.255.250,54901,3702,UDP,0.0,1,649,0.0,649,607,0.0,0.0
172.29.34.202,37.157.2.235,51804,443,TCP,2.606349229812622,6,600,7.071067811865476,105,204,1.030924220271324,2.583049297332764
172.29.34.202,37.157.2.235,51804,443,TCP,2.611479520797729,7,462,0.0,66,0,0.960557372437734,2.583004951477051
146.75.121.91,172.29.34.205,443,42408,TCP,112.2020041942596,12,756,5.196152422706632,66,0,21.6541014708441,58.35433745384216
172.29.34.216,51.38.13.222,35774,443,TCP,10.86225271224976,11,668,5.801111321288661,74,0,2.282291125631584,7.590402126312256
172.29.34.140,239.255.255.250,55844,3702,UDP,0.0,1,649,0.0,649,607,0.0,0.0
172.29.34.217,34.110.253.53,43068,443,TCP,53.56801462173462,4,405,6.49519052838329,105,141,25.23427773834176,53.54265975952149
146.75.121.91,172.29.34.205,443,56192,TCP,112.2899062633514,7,754,6.776309271789384,112,292,26.47796960936942,58.38527488708496
172.29.34.216,18.64.79.77,43838,443,TCP,111.8861255645752,6,615,5.590169943749475,105,219,27.43407772617658,58.20176148414612
172.29.34.216,18.64.79.77,43838,443,TCP,111.883975982666,7,462,0.0,66,0,26.39982827967908,58.21195268630981
172.29.34.216,54.239.195.60,34714,443,TCP,0.0211338996887207,8,6547,1296.690492899134,4170,6019,0.0037241262261388,0.0092582702636718
172.29.34.216,54.239.195.60,34702,443,TCP,119.0572419166565,20,31506,2423.500156798014,7980,30186,17.83537592481992,58.36878037452698
172.29.34.1,172.29.34.216,53,45575,DNS,0.0420694351196289,2,262,32.0,163,0,0.0,0.0420694351196289
172.29.34.1,172.29.34.216,53,49561,DNS,0.0026416778564453,2,295,48.5,196,0,0.0,0.0026416778564453
172.29.34.216,54.239.195.35,46862,443,TCP,8.280089855194092,13,886,4.035346784185847,78,0,0.9801003187829744,3.392495155334473
172.29.34.216,54.239.195.35,46888,443,TCP,8.271436929702759,13,886,4.035346784185847,78,0,0.9801221773588475,3.39242696762085
172.29.34.216,54.239.195.35,46900,443,TCP,8.273575067520142,13,886,4.035346784185847,78,0,0.9800651776384852,3.392444610595703
172.29.34.216,54.239.195.35,46910,443,TCP,8.271374940872192,13,886,4.035346784185847,78,0,0.9800080178544988,3.392271518707275
172.29.34.216,54.239.195.35,46910,443,TCP,14.23315000534058,19,20329,457.0148533442707,1979,19075,1.693522615751787,7.168129920959473
172.29.34.216,54.239.195.35,46900,443,TCP,14.23289203643799,19,20329,457.0148533442707,1979,19075,1.693277388013103,7.16818118095398
172.29.34.216,54.239.195.35,46862,443,TCP,14.23233461380005,19,20329,457.0148533442707,1979,19075,1.692401831523311,7.168235778808594
172.29.34.202,3.160.39.56,57584,443,TCP,119.2993493080139,19,1282,3.484830601525652,78,0,18.46897046253591,58.94852495193481
172.29.34.202,3.160.39.56,57584,443,TCP,119.2844395637512,27,20216,945.3643073045318,2887,18434,15.664757909234,58.97697997093201
172.29.34.1,172.29.34.202,53,59308,DNS,0.01849365234375,2,323,67.5,229,0,0.0,0.01849365234375
172.29.34.1,172.29.34.202,53,36986,DNS,0.0188398361206054,2,289,50.5,195,0,0.0,0.0188398361206054
172.29.34.1,172.29.34.202,53,45797,DNS,0.0185744762420654,2,329,70.5,235,0,0.0,0.0185744762420654
172.29.34.202,172.64.144.94,46948,443,TCP,0.9374186992645264,10,688,4.4,78,0,0.2021807544124411,0.6426942348480225
172.29.34.1,172.29.34.202,53,47694,DNS,0.0005958080291748,2,286,36.0,179,0,0.0,0.0005958080291748
172.29.34.1,172.29.34.202,53,44509,DNS,0.0045666694641113,2,250,30.0,155,0,0.0,0.0045666694641113
142.251.39.232,172.29.34.202,443,57724,TCP,10.82441544532776,12,820,4.149966532662911,78,0,2.872900149223153,10.04973745346069
142.251.39.232,172.29.34.202,443,57724,TCP,0.7504611015319824,10,12215,472.5590439299622,1975,11555,0.1467178993991477,0.4473874568939209
172.29.34.140,239.255.255.250,59678,3702,UDP,0.0,1,649,0.0,649,607,0.0,0.0
172.29.34.216,54.239.195.26,36280,443,TCP,111.9068202972412,6,615,5.590169943749475,105,219,27.44148965358132,58.20723724365234
172.29.34.216,54.239.195.26,36280,443,TCP,111.8702790737152,6,396,0.0,66,0,27.43370926104489,58.17467522621155
172.29.34.202,3.160.39.6,56112,443,TCP,117.2794206142426,14,940,2.79941684889506,74,0,21.13012286748252,58.97101140022278
172.29.34.202,3.160.39.6,56112,443,TCP,117.2690992355347,17,17254,1519.580494377555,4292,16132,19.38238447900769,58.99602770805359
172.29.34.216,54.37.169.0,60368,443,TCP,10.88990259170532,12,728,5.557777333511022,74,0,2.860571962007903,10.0157778263092
172.29.34.202,172.64.144.94,46960,443,TCP,117.9583969116211,9,610,3.325917677132392,74,0,25.47401046807711,58.94765305519104
172.29.34.202,172.64.144.94,46960,443,TCP,117.9472723007202,15,7201,806.7481611727142,3285,6211,20.58769376472445,58.97747182846069
172.29.34.205,34.110.253.53,37442,443,TCP,111.2680048942566,6,615,5.590169943749475,105,219,27.29107370500006,58.38601994514465
172.29.34.216,54.239.195.37,56402,443,TCP,111.9033894538879,6,615,5.590169943749475,105,219,27.43984602800194,58.20260906219482
